word,frequency,sentiment
etiquetas,1,negative
policia,6,negative
regul,2,negative
sintética,2,negative
acabando,5,negative
agosto,7,negative
descolou,3,negative
lateral,8,negative
esquerda,4,negative
preenchendo,1,negative
campos,2,negative
acusa,15,negative
campo,2,negative
termômetros,6,negative
trocados,6,negative
pediu,5,negative
entrasse,1,negative
iguaispaguei,1,negative
preços,3,negative
diferentesum,1,negative
escrita,2,negative
lavalouça,1,negative
mínimo,10,negative
negociado,1,negative
lustree,6,negative
aceitava,6,negative
admitir,1,negative
conceituada,3,negative
exigido,1,negative
fininha,1,negative
transport,1,negative
terrível,3,negative
comodidade,4,negative
casative,3,negative
correioodiei,1,negative
issonão,1,negative
casaapesar,1,negative
heineken,2,negative
tampo,4,negative
batido,2,negative
confiando,4,negative
obg,1,negative
verificado,2,negative
exige,3,negative
paciência,1,negative
lâminas,4,negative
android,3,negative
incompatível,6,negative
bluetooth,5,negative
wifi,4,negative
encachava,1,negative
acento,3,negative
encache,1,negative
balançando,2,negative
cair,2,negative
bolo,4,negative
canela,5,negative
natural,3,negative
diego,2,negative
machado,2,negative
lopes,2,negative
eva,6,negative
tirei,4,negative
basta,2,negative
emissores,1,negative
transmissor,1,negative
florença,4,negative
bordado,3,negative
confusa,1,negative
verifique,3,negative
espalhou,1,negative
impressao,1,negative
falhada,1,negative
ffuquei,1,negative
desepcionada,1,negative
impossibilidade,1,negative
pipoca,3,negative
sinza,1,negative
compraque,1,negative
kk,2,negative
quebradaqueria,1,negative
abrimos,3,negative
apareceria,1,negative
velha,4,negative
transportador,2,negative
dificultando,4,negative
esclarecimentos,15,negative
tonners,4,negative
tiramos,2,negative
fizemos,3,negative
video,3,negative
precisamos,7,negative
umproblema,2,negative
esgotou,4,negative
incompletonao,1,negative
bonecos,13,negative
chinanão,2,negative
fabricação,8,negative
brinquedo,13,negative
muda,8,negative
reconheceram,1,negative
descobri,7,negative
sigla,1,negative
prodt,1,negative
meno,1,negative
bonecas,8,negative
baby,3,negative
kiss,2,negative
sid,2,negative
nil,2,negative
fiscalcaixa,2,negative
lâmpada,6,negative
dever,1,negative
solictandoa,1,negative
aquém,3,negative
realizamos,4,negative
praticado,1,negative
estetoscopio,2,negative
gramas,2,negative
processarei,1,negative
reembolsar,6,negative
estragada,2,negative
troquei,3,negative
pilhas,6,negative
externar,1,negative
compre,16,negative
oito,5,negative
bronze,2,negative
emitiram,5,negative
sitepor,1,negative
ótimos,1,negative
assistindo,1,negative
produtome,3,negative
sentidos,2,negative
ocorrer,1,negative
trocálo,3,negative
assunto,3,negative
ressarcir,2,negative
cumpriram,10,negative
sensível,1,negative
confesso,1,negative
dúvida,4,negative
veludo,1,negative
bracelete,6,negative
strass,2,negative
flor,9,negative
pérolas,2,negative
trocasse,1,negative
haja,7,negative
perdeu,4,negative
produtoestava,1,negative
eficientes,1,negative
falarão,1,negative
recebiate,1,negative
entende,1,negative
elemanda,1,negative
fonoaudióloga,1,negative
chmais,1,negative
trabalhado,1,negative
pasta,2,negative
notebbok,1,negative
pai,4,negative
call,1,negative
center,1,negative
possamos,2,negative
merecemos,1,negative
tra,1,negative
geladeira,1,negative
fabricar,1,negative
compostos,2,negative
ume,2,negative
nuncatodo,1,negative
respondo,1,negative
acuvue,1,negative
oasis,1,negative
miopia,1,negative
positivo,6,negative
bizarro,1,negative
passada,4,negative
sp,5,negative
camas,2,negative
opiniao,2,negative
arriscarespero,1,negative
possívelpra,1,negative
futuramente,1,negative
novas,3,negative
comprasaguardo,1,negative
bandeja,4,negative
eixo,1,negative
esforço,1,negative
elementos,1,negative
porcas,1,negative
aperto,1,negative
cristal,6,negative
mineral,1,negative
resina,1,negative
cromada,3,negative
overloque,1,negative
bainha,1,negative
indicador,1,negative
marcar,2,negative
parceiroporém,2,negative
aceitando,2,negative
utilizado,8,negative
entendi,16,negative
vassoura,3,negative
feiticeira,3,negative
fixa,6,negative
panfleto,4,negative
querendo,8,negative
enganar,11,negative
cozimento,3,negative
repensar,1,negative
esses,12,negative
anda,5,negative
trabalhando,2,negative
infelicidade,1,negative
reis,2,negative
constavam,12,negative
porcelana,1,negative
pintada,4,negative
vizinho,2,negative
lua,14,negative
divulgada,3,negative
promom,2,negative
chatead,2,negative
egue,1,negative
rôdo,1,negative
cases,2,negative
acompanhou,8,negative
pedid,1,negative
motorola,4,negative
indicou,4,negative
atrasadoe,1,negative
quebradoe,1,negative
detector,3,negative
resolvemos,2,negative
sofa,5,negative
minute,1,negative
machine,1,negative
ridículo,5,negative
ganchinhos,2,negative
detonada,1,negative
rasgadas,2,negative
abrindo,7,negative
chao,2,negative
recarrega,1,negative
segura,5,negative
dermacol,18,negative
guardar,1,negative
blocos,4,negative
amarelo,36,negative
organizadoras,8,negative
marfim,3,negative
malancia,2,negative
marfimquero,2,negative
incompletofaltou,1,negative
whaite,1,negative
entregaremnão,6,negative
avisada,10,negative
entendase,1,negative
corona,1,negative
mandado,7,negative
mem,2,negative
moedor,3,negative
café,5,negative
cono,2,negative
mias,1,negative
encontrase,4,negative
retida,1,negative
completando,1,negative
anilhas,4,negative
tipicamente,1,negative
carioca,1,negative
bag,1,negative
guitarra,4,negative
imprevisto,7,negative
enttega,2,negative
capsulas,11,negative
coragem,3,negative
sacanagem,9,negative
nadapreciso,1,negative
coube,10,negative
telas,3,negative
mosqueteiros,6,negative
manopla,3,negative
nível,4,negative
camelô,5,negative
saco,11,negative
comprimento,3,negative
surpreendeu,4,negative
compr,2,negative
bomsó,1,negative
colado,5,negative
mail,9,negative
azamerica,1,negative
jé,2,negative
constitui,2,negative
pops,5,negative
ursos,2,negative
reza,2,negative
nosso,3,negative
tds,2,negative
profutos,2,negative
enrolaram,1,negative
queimado,6,negative
indicadas,2,negative
ventiladores,3,negative
fusor,5,negative
lexmark,3,negative
peliculas,3,negative
cilindro,3,negative
resolvida,17,negative
umacompra,4,negative
comprauma,1,negative
lentes,11,negative
grau,4,negative
matizador,7,negative
escorrega,3,negative
mexe,2,negative
lonas,4,negative
demoradae,1,negative
ultimio,1,negative
máscaras,2,negative
itemfaltam,3,negative
qusndobirei,3,negative
faltantes,7,negative
cido,1,negative
apressada,1,negative
prestes,2,negative
extensões,2,negative
hdi,2,negative
paralama,4,negative
farol,5,negative
tornado,3,negative
acreditar,2,negative
compartilha,1,negative
picaretagem,2,negative
indo,2,negative
terminei,1,negative
consequentemente,2,negative
memória,13,negative
corrompido,3,negative
tecla,2,negative
netflix,1,negative
seco,2,negative
compunham,1,negative
vencidos,1,negative
hydra,2,negative
vedação,4,negative
umaestou,1,negative
recebê,2,negative
peguei,3,negative
plausível,1,negative
tratava,8,negative
cuja,2,negative
visualizei,2,negative
lojha,1,negative
verificando,2,negative
referencial,1,negative
atendidas,1,negative
desordenado,1,negative
sertões,1,negative
noa,3,negative
esra,1,negative
nele,6,negative
mexer,2,negative
nenhumaquero,1,negative
ocorrendo,4,negative
respondendo,1,negative
automaticamente,4,negative
perguntei,3,negative
parciais,3,negative
desenhos,3,negative
penteadeira,1,negative
ladybug,1,negative
barra,3,negative
paralela,3,negative
mista,2,negative
crossfit,6,negative
musculacao,2,negative
pull,2,negative
up,2,negative
bar,2,negative
tabletes,1,negative
respostadependendo,1,negative
resolverá,1,negative
direi,1,negative
jogaram,2,negative
virar,3,negative
busccar,1,negative
bolsas,6,negative
torno,3,negative
graciosidade,1,negative
especializado,1,negative
pretendo,3,negative
judicial,3,negative
unica,1,negative
ressalva,1,negative
lacrado,3,negative
identificar,1,negative
andar,1,negative
grávida,1,negative
estávamos,3,negative
avó,1,negative
idosa,1,negative
subir,1,negative
refis,3,negative
cod,8,negative
eletromassa,2,negative
nº,9,negative
xtramastersó,2,negative
talvez,6,negative
confundido,2,negative
anunciada,4,negative
solucionado,5,negative
aposentados,1,negative
limpeza,4,negative
on,5,negative
line,5,negative
diverge,1,negative
dorto,1,negative
conter,5,negative
noção,4,negative
insegura,1,negative
entreganâo,1,negative
cumprio,1,negative
engenheiro,1,negative
eletricista,1,negative
chegouporém,1,negative
pósvenda,2,negative
automáticos,3,negative
auxílio,3,negative
antecipadamente,1,negative
hábil,3,negative
encontro,1,negative
touca,6,negative
oeigem,1,negative
autorização,11,negative
expirado,1,negative
eficiência,2,negative
certa,28,negative
aguando,1,negative
cascavel,1,negative
essências,4,negative
colágeno,6,negative
hidrolisado,4,negative
colágenos,4,negative
incompetentes,1,negative
impenada,2,negative
cega,2,negative
produtoa,5,negative
obra,9,negative
entega,3,negative
prático,1,negative
encantada,1,negative
roseira,1,negative
led,17,negative
kkk,2,negative
esperavapor,1,negative
atividades,2,negative
face,2,negative
aquarios,1,negative
conversores,1,negative
aquario,2,negative
evitar,7,negative
transtornos,5,negative
conversor,1,negative
dtv,1,negative
quarta,9,negative
fizer,1,negative
frustante,1,negative
apresentando,2,negative
tonalidade,2,negative
neste,17,negative
bolas,9,negative
atrasadaproduto,1,negative
produtoaguardando,3,negative
guardado,1,negative
vamos,5,negative
ativador,4,negative
cachos,3,negative
nutrição,1,negative
demore,3,negative
trocaressarcimento,1,negative
retonro,1,negative
arca,1,negative
passagem,4,negative
ônibus,2,negative
panha,1,negative
inicio,3,negative
optando,1,negative
sabidamente,1,negative
estruturais,1,negative
ppr,1,negative
ajustada,1,negative
audio,1,negative
alinhados,1,negative
assumir,1,negative
saiam,2,negative
fitas,4,negative
satisfatória,5,negative
materiais,5,negative
conprados,4,negative
virou,2,negative
regra,1,negative
vibrantes,1,negative
desfocaso,1,negative
melhore,1,negative
adquiripois,1,negative
prende,1,negative
cabeçano,1,negative
movimento,1,negative
cabeçaeste,1,negative
shptime,2,negative
mundo,3,negative
avaliaçao,3,negative
certamente,2,negative
política,4,negative
revista,2,negative
escurece,3,negative
ambiente,3,negative
sala,13,negative
esticando,3,negative
rasgar,2,negative
finalizada,1,negative
adequaram,1,negative
técnicos,2,negative
decorar,1,negative
ta,19,negative
difusor,6,negative
coloridoinsatisfação,5,negative
define,5,negative
educada,5,negative
quê,5,negative
enxergar,1,negative
apresentaram,1,negative
publica,1,negative
diamantada,1,negative
mandato,1,negative
paralelas,1,negative
ditado,1,negative
suoortes,4,negative
leitor,6,negative
óptico,4,negative
notei,2,negative
trinco,1,negative
estafa,2,negative
recarregaveis,2,negative
ademas,2,negative
dema,2,negative
autêntico,1,negative
infantil,10,negative
zoo,2,negative
entrrgue,1,negative
companheiro,3,negative
responem,4,negative
dao,4,negative
satisfacao,5,negative
disponibiliza,8,negative
casos,2,negative
colocam,4,negative
acham,3,negative
palhaço,2,negative
entrando,10,negative
bonitinha,2,negative
folhado,1,negative
ouro,8,negative
valorizava,1,negative
rasgando,1,negative
cosias,1,negative
papéis,10,negative
caramelo,2,negative
flores,4,negative
horrorosos,2,negative
feios,2,negative
desconformidade,4,negative
marcando,4,negative
filhotes,1,negative
personagem,4,negative
ptoduto,2,negative
colocado,6,negative
corretor,1,negative
perfeitamente,3,negative
acompanham,1,negative
camadas,2,negative
shape,3,negative
danificadosuas,1,negative
substituir,1,negative
som,19,negative
not,2,negative
infomação,1,negative
pendrive,1,negative
gb,6,negative
êxito,5,negative
agorapode,1,negative
usoo,1,negative
lojaquando,2,negative
farei,6,negative
justa,1,negative
espanada,1,negative
fecha,4,negative
confortávelmas,1,negative
halteres,2,negative
direitinha,1,negative
bemfraco,1,negative
estourar,1,negative
zíperesperava,1,negative
afirmo,1,negative
acordado,2,negative
devidamente,4,negative
gamer,4,negative
dpi,2,negative
ótico,1,negative
soldado,1,negative
estone,1,negative
esports,1,negative
flash,3,negative
tvolkswagen,1,negative
voyage,2,negative
universal,5,negative
claras,3,negative
comprovado,2,negative
referese,3,negative
discretas,1,negative
anteriores,8,negative
piscina,6,negative
baldes,12,negative
mesmas,6,negative
declaradas,1,negative
gt,1,negative
keyla,1,negative
terceirizaram,1,negative
requerida,1,negative
progressiva,10,negative
side,2,negative
by,1,negative
ssx,1,negative
acuso,2,negative
recibie,1,negative
le,4,negative
drive,4,negative
barulho,5,negative
glutaminas,6,negative
propolis,3,negative
reparação,4,negative
pagonao,1,negative
quilômetro,1,negative
usada,5,negative
presentear,11,negative
devolvelá,3,negative
trocadores,5,negative
amarela,12,negative
forem,3,negative
ferramentas,2,negative
ferrugem,6,negative
serra,3,negative
pronuncia,2,negative
faco,2,negative
vendida,8,negative
originalmanual,2,negative
usadotodo,2,negative
rapidamente,2,negative
enviasse,4,negative
aindanao,1,negative
travesseiroentão,2,negative
véi,1,negative
custura,1,negative
tablets,1,negative
bcaa,4,negative
diminuindo,1,negative
vazado,4,negative
dinheirooo,2,negative
botei,5,negative
papael,1,negative
massa,1,negative
corrida,1,negative
entoa,1,negative
rasguei,1,negative
dinheirooooo,1,negative
amassadinho,1,negative
imediato,15,negative
obtivemos,5,negative
xale,3,negative
baixíssima,10,negative
devolvelo,2,negative
miúdas,1,negative
tensão,2,negative
milton,1,negative
maiorla,1,negative
precisos,1,negative
defeitodevolvi,1,negative
informadopostado,1,negative
indicadoe,1,negative
análise,1,negative
meuressarcimento,1,negative
collor,1,negative
rainbow,1,negative
babado,5,negative
edredom,2,negative
logistas,1,negative
participantes,1,negative
enteque,1,negative
bordas,14,negative
afetou,3,negative
fixar,3,negative
daquela,1,negative
faltado,2,negative
alvo,1,negative
mecanismo,1,negative
eletrônico,7,negative
tratando,3,negative
desistência,3,negative
procuro,1,negative
litros,8,negative
cód,4,negative
sabendo,4,negative
chá,4,negative
destruida,2,negative
cloreto,9,negative
magnésio,16,negative
particular,4,negative
autorizar,1,negative
duosat,2,negative
trent,2,negative
apliquei,1,negative
cofres,6,negative
mostram,2,negative
tvpq,1,negative
dourada,16,negative
laka,3,negative
finalmente,1,negative
cavaletes,2,negative
acinzentado,1,negative
disfarçar,1,negative
insuportável,2,negative
virá,2,negative
aprovar,1,negative
montalo,2,negative
troço,1,negative
programas,1,negative
santana,1,negative
enganando,1,negative
coloca,12,negative
pegava,1,negative
acharia,1,negative
infelismente,1,negative
dividiram,3,negative
fracionaram,3,negative
remotos,8,negative
conste,4,negative
pedidoa,5,negative
relogios,10,negative
aguardei,1,negative
honesto,1,negative
faturar,1,negative
créditonão,1,negative
ofertas,1,negative
troquem,4,negative
juvenil,2,negative
apresentar,2,negative
irregularidade,1,negative
disposit,1,negative
pondo,1,negative
conhecida,2,negative
cheg,1,negative
navegação,1,negative
chateou,2,negative
caracteristicas,2,negative
entregaquero,1,negative
despachado,9,negative
adc,2,negative
juntaram,2,negative
despacho,7,negative
sejasó,2,negative
rolo,16,negative
pressor,2,negative
marcada,5,negative
quebradacomprei,1,negative
lannistere,1,negative
conhe,1,negative
esterilizador,8,negative
abertarasgada,2,negative
lamento,3,negative
errei,1,negative
adintou,1,negative
madaram,1,negative
mandamos,2,negative
marco,1,negative
lanternas,7,negative
npta,2,negative
fiacal,2,negative
escrevi,5,negative
swndo,2,negative
independente,1,negative
confirmei,2,negative
questionei,3,negative
conprei,4,negative
tanner,2,negative
oh,1,negative
ocorrência,12,negative
comunicaram,1,negative
decantar,2,negative
tábua,5,negative
aparecem,5,negative
constrangimento,3,negative
mencionei,3,negative
enganam,1,negative
povo,1,negative
desintegrou,1,negative
abrila,1,negative
deficiente,1,negative
nt,1,negative
devolutiva,1,negative
respondi,2,negative
questionario,1,negative
segurando,1,negative
hoverboard,1,negative
marcador,2,negative
reclamo,8,negative
aceito,4,negative
voltar,7,negative
falhoproduto,1,negative
bocal,1,negative
desfiados,1,negative
ferrari,1,negative
praticamente,4,negative
atingida,1,negative
incêndio,2,negative
operacional,1,negative
pronunciou,1,negative
manuai,1,negative
ensinando,1,negative
erradodiferente,1,negative
anuncioquero,1,negative
produtoaguardo,1,negative
pendentesquando,2,negative
churrasqueira,9,negative
alegando,6,negative
sugeriram,1,negative
preeto,1,negative
imprimiu,2,negative
tecnico,1,negative
impressoras,1,negative
notes,1,negative
pol,1,negative
desfecho,1,negative
avaliações,2,negative
providenciar,2,negative
descrevendo,6,negative
entregado,5,negative
danado,2,negative
entregueb,4,negative
ignoram,1,negative
produtomais,2,negative
traviseiro,2,negative
pinças,5,negative
gravações,4,negative
colo,1,negative
naltika,1,negative
friday,6,negative
tonner,16,negative
phaser,1,negative
leu,1,negative
vendia,1,negative
mesmos,5,negative
gerou,1,negative
byeblade,1,negative
padrao,5,negative
orográfico,5,negative
reeembolso,1,negative
mickey,1,negative
xícara,1,negative
hélice,1,negative
corte,5,negative
acidente,3,negative
entregálo,1,negative
vitaderm,2,negative
discriminado,3,negative
hoviveis,3,negative
assinar,2,negative
preocupado,8,negative
aqueles,2,negative
desbotada,1,negative
opaca,1,negative
vagabundo,2,negative
nichos,7,negative
insuficientes,1,negative
necessidades,6,negative
descuidada,1,negative
delicado,2,negative
prestar,1,negative
inúmeros,7,negative
roda,3,negative
travando,1,negative
espalhados,1,negative
pentear,1,negative
nque,1,negative
mikrotik,2,negative
routerboard,2,negative
rbuihnd,2,negative
recusado,1,negative
recebino,2,negative
entregadod,1,negative
tocou,1,negative
portão,3,negative
jogou,3,negative
muro,1,negative
descuidado,1,negative
abajour,1,negative
obtendo,1,negative
listagem,1,negative
ago,2,negative
selos,2,negative
colada,3,negative
recipiente,3,negative
medicamento,5,negative
contínuo,4,negative
prefiro,13,negative
ferrei,2,negative
excelenta,1,negative
juz,1,negative
refeita,1,negative
labrador,2,negative
sentado,1,negative
pata,1,negative
cheira,4,negative
resumi,1,negative
sentimentos,1,negative
fruteira,6,negative
atemdeu,1,negative
espectativa,1,negative
aparecia,3,negative
tabaco,7,negative
revi,1,negative
monitores,1,negative
configurações,5,negative
recebeujá,1,negative
aind,5,negative
muletas,1,negative
muleta,1,negative
tour,1,negative
intendi,1,negative
interessou,1,negative
plastica,5,negative
punho,1,negative
limitador,1,negative
profundidadee,1,negative
tod,1,negative
spawn,1,negative
interesso,1,negative
satisfaçao,3,negative
originale,1,negative
ingerir,1,negative
adiantado,1,negative
sobrinho,2,negative
entreou,1,negative
instruçoesnão,1,negative
la,5,negative
distribuicao,3,negative
avidado,1,negative
robusto,1,negative
confusão,10,negative
avaliálo,2,negative
vianaes,1,negative
possibilidade,5,negative
constatemente,1,negative
enviem,2,negative
recursos,2,negative
legais,4,negative
opcao,1,negative
gr,5,negative
pêndulo,3,negative
entregando,3,negative
melhorna,1,negative
plug,2,negative
lanterna,2,negative
compriu,1,negative
fronhaeu,2,negative
machuca,2,negative
olheira,1,negative
edta,1,negative
instruçoes,1,negative
suficiente,3,negative
parafusada,1,negative
soldada,1,negative
recentes,2,negative
unico,6,negative
acabamentoparece,2,negative
terminada,2,negative
nãotem,2,negative
ecomenda,1,negative
externos,2,negative
largura,5,negative
largo,2,negative
servir,1,negative
home,1,negative
theater,1,negative
respeitado,1,negative
devolvam,2,negative
bros,7,negative
informativo,2,negative
térmicae,2,negative
toalhasporém,2,negative
garrafaaté,2,negative
toalhasquero,2,negative
caçamba,1,negative
ford,1,negative
ranger,2,negative
frontier,1,negative
visor,2,negative
luminosidade,1,negative
previsãode,1,negative
mediante,1,negative
encaminhal,1,negative
teto,6,negative
desejado,1,negative
malas,8,negative
lezada,3,negative
repassa,3,negative
cozinha,6,negative
cru,1,negative
passível,1,negative
empreaa,1,negative
plataforma,3,negative
prédio,5,negative
portaria,4,negative
ido,3,negative
comprovando,1,negative
contei,1,negative
pçs,1,negative
certificado,1,negative
orient,1,negative
regulariza,1,negative
atual,1,negative
condomínio,5,negative
realizadaestava,1,negative
fortes,2,negative
bonitas,3,negative
desbotadas,1,negative
berloque,4,negative
gerado,4,negative
entregueaguardo,2,negative
cerdas,8,negative
canal,18,negative
apoio,10,negative
mefidas,1,negative
adquirida,2,negative
erradosnão,2,negative
substituídas,2,negative
ps,7,negative
balassa,2,negative
bonfatti,2,negative
magazine,3,negative
ltda,2,negative
epp,2,negative
patinete,1,negative
rotatória,4,negative
pure,1,negative
seduction,1,negative
love,1,negative
spell,1,negative
cerveja,2,negative
dê,2,negative
amiga,2,negative
cavalo,2,negative
defeitopois,1,negative
pele,5,negative
embrulhado,8,negative
inapropriada,1,negative
trajeto,1,negative
derramado,1,negative
aborrecida,1,negative
irmã,2,negative
recebesse,3,negative
hoge,1,negative
máxima,3,negative
instalar,7,negative
desanimei,1,negative
lojaestou,1,negative
proteínas,1,negative
turquesa,1,negative
rústico,1,negative
yoga,1,negative
prática,1,negative
dignos,1,negative
novela,1,negative
fumê,2,negative
ignoraram,4,negative
conferencia,1,negative
abandonar,1,negative
vadios,1,negative
irao,1,negative
atentei,1,negative
responsabilisa,1,negative
transçao,1,negative
usarei,2,negative
doando,1,negative
escrevendo,2,negative
trazendo,1,negative
trastornos,1,negative
nessas,1,negative
carregamento,3,negative
precisou,2,negative
atingir,1,negative
indicando,1,negative
chagou,2,negative
atualizacao,2,negative
unaro,4,negative
pecan,2,negative
deverei,2,negative
i,8,negative
confiei,7,negative
nadapois,1,negative
agorapor,1,negative
esperavavou,1,negative
falcificado,1,negative
compensa,6,negative
targaryenmas,1,negative
chinaquero,1,negative
cartãotargaryen,1,negative
boia,3,negative
encher,6,negative
abriu,1,negative
dimalato,7,negative
comprimidos,4,negative
tentao,1,negative
absurdosempre,1,negative
lannisternunca,1,negative
problemamais,1,negative
vergonhaapesar,1,negative
encomendando,2,negative
assuma,2,negative
hota,1,negative
ocmpra,1,negative
arredondado,1,negative
tempoespero,1,negative
novosempre,1,negative
receberaguardando,1,negative
resolvermos,1,negative
minimizar,1,negative
muitosão,1,negative
edge,2,negative
abaulado,1,negative
voi,1,negative
equivocou,1,negative
omissa,1,negative
julgava,1,negative
defeitojá,1,negative
tardeqdo,3,negative
desconhecido,3,negative
generico,3,negative
faturou,4,negative
vasilhas,3,negative
cunpre,1,negative
ventilador,11,negative
hélices,1,negative
açomas,1,negative
dero,1,negative
retornaram,15,negative
trena,3,negative
mediação,1,negative
reclameaqui,5,negative
tentou,1,negative
desqualificar,1,negative
credito,5,negative
focalouca,1,negative
desonrou,1,negative
recebiporque,1,negative
pendulos,3,negative
optymemori,1,negative
toners,26,negative
atrazada,1,negative
saite,2,negative
supostamente,2,negative
retrátil,8,negative
deixei,7,negative
recado,4,negative
coração,7,negative
compativel,3,negative
instala,1,negative
comentários,12,negative
decorativos,3,negative
amor,6,negative
vezo,1,negative
desejarmuito,1,negative
demas,1,negative
arara,6,negative
acrilico,2,negative
consumidora,6,negative
banhao,4,negative
códigos,5,negative
sitemas,4,negative
passione,4,negative
embalaram,9,negative
chegarnos,2,negative
claramente,12,negative
solucionar,9,negative
perças,1,negative
contactar,7,negative
cadastrar,1,negative
entrem,3,negative
atraves,3,negative
avô,1,negative
pagou,1,negative
cancelamentonda,1,negative
amercianas,1,negative
consigtem,1,negative
descumprimento,2,negative
residênciae,1,negative
fratura,1,negative
recheio,1,negative
travesseiroseus,1,negative
picadas,1,negative
completoshampoocondicionador,1,negative
cachosisso,1,negative
carros,4,negative
naonao,1,negative
diasdepois,1,negative
agoraéo,1,negative
comunica,1,negative
circulares,1,negative
provenientes,1,negative
lol,5,negative
kindred,3,negative
caçadores,3,negative
eternos,3,negative
league,3,negative
of,3,negative
legends,3,negative
azu,3,negative
avalia,3,negative
chegasse,3,negative
produdo,1,negative
superficial,1,negative
prezam,1,negative
extrapolou,3,negative
mudem,1,negative
silicone,1,negative
adequa,1,negative
readmi,1,negative
colaram,1,negative
bisnaga,3,negative
amostra,4,negative
srótulo,1,negative
especificaçãodentro,1,negative
redondo,2,negative
wireless,3,negative
mbs,1,negative
multilaser,2,negative
modem,1,negative
permitepediu,3,negative
interesse,8,negative
acessorio,1,negative
distrição,1,negative
xas,1,negative
sirene,1,negative
alma,1,negative
negocio,3,negative
nobreak,1,negative
tomadas,6,negative
questionando,5,negative
computadores,2,negative
enrolam,1,negative
tamb,1,negative
encomendamos,2,negative
violados,1,negative
redor,2,negative
estarem,2,negative
colados,1,negative
laboratório,1,negative
envasou,1,negative
mp,14,negative
prometeram,2,negative
queríamos,1,negative
ca,2,negative
péssimao,2,negative
anose,2,negative
infantilmeus,2,negative
filhos,4,negative
anosa,2,negative
sevolvendo,1,negative
ursinho,1,negative
caneca,1,negative
cujo,1,negative
ana,1,negative
maria,5,negative
pires,2,negative
queiroz,1,negative
notificações,1,negative
conferir,3,negative
mostrou,5,negative
qanto,1,negative
tosa,1,negative
rapidoporem,1,negative
unhao,1,negative
créditoporem,1,negative
prancha,2,negative
anti,1,negative
frizz,1,negative
bivolte,1,negative
cp,1,negative
antifriz,1,negative
alisamento,1,negative
nfe,4,negative
alças,3,negative
utilizase,1,negative
fe,1,negative
aquem,1,negative
sanado,3,negative
demanda,1,negative
doprazo,1,negative
ngm,3,negative
poço,1,negative
oponião,1,negative
conhecer,2,negative
gatilho,1,negative
molhei,1,negative
encapar,2,negative
caderno,3,negative
impresso,5,negative
falhado,2,negative
sd,6,negative
roger,1,negative
falsificadatudo,1,negative
admiro,2,negative
válvulas,4,negative
solenóides,2,negative
roscas,2,negative
bsp,2,negative
npt,2,negative
maio,5,negative
ladrões,2,negative
esparramada,1,negative
substituto,2,negative
busquei,3,negative
medio,8,negative
escovado,9,negative
originalcomprei,6,negative
seriarelogio,5,negative
aprova,5,negative
daguaachei,5,negative
trabalhava,5,negative
retirarpaguei,1,negative
optar,2,negative
balanço,1,negative
xícaras,1,negative
elogiei,1,negative
notificada,2,negative
municipio,1,negative
pague,4,negative
estipulada,4,negative
remessa,4,negative
play,6,negative
falsos,4,negative
ganhar,1,negative
terá,2,negative
parto,1,negative
baratheonvcs,1,negative
parcerias,4,negative
determinadas,1,negative
emaiils,2,negative
afiliada,2,negative
iniciar,1,negative
levei,4,negative
professora,1,negative
prontas,1,negative
naonentregue,1,negative
funcionaram,1,negative
metálico,1,negative
monta,1,negative
devesse,1,negative
cuidar,1,negative
desencaixa,1,negative
facilmente,2,negative
safra,8,negative
acabaram,1,negative
mandando,6,negative
defesa,6,negative
emisão,1,negative
maximo,3,negative
pe,3,negative
imagina,3,negative
mix,1,negative
walita,1,negative
philips,7,negative
fretes,9,negative
vinte,5,negative
moer,2,negative
carne,2,negative
tanque,4,negative
umidificador,1,negative
alça,6,negative
pega,9,negative
tomar,12,negative
derruba,1,negative
referida,1,negative
sabor,13,negative
goste,3,negative
babo,3,negative
indicava,4,negative
tenham,3,negative
salete,1,negative
siloti,1,negative
alssandro,1,negative
nice,1,negative
vivemos,1,negative
país,10,negative
duvida,2,negative
entào,1,negative
leia,1,negative
frase,1,negative
bandeira,5,negative
gracha,1,negative
recondicionado,1,negative
segurançaembalado,1,negative
folhas,6,negative
jornal,2,negative
caixanão,1,negative
fiscalizar,1,negative
excesso,2,negative
trocando,4,negative
viriam,2,negative
carretilha,3,negative
vara,6,negative
ottoni,2,negative
júlia,2,negative
maruri,2,negative
figuras,2,negative
gordura,1,negative
espremedores,2,negative
cavalete,1,negative
jantar,2,negative
reprovada,1,negative
marmotenta,1,negative
colorida,6,negative
frontal,3,negative
recondicionadoabsurdofalta,1,negative
étic,1,negative
emitido,6,negative
textura,6,negative
iron,1,negative
gym,1,negative
suzana,1,negative
costa,1,negative
comrprei,1,negative
rolha,2,negative
pessimamente,3,negative
poderem,2,negative
dizem,8,negative
mercê,1,negative
cronometro,2,negative
argola,2,negative
olímpica,2,negative
nononono,1,negative
orientações,5,negative
gerar,3,negative
área,13,negative
soquete,2,negative
diamante,3,negative
especifica,1,negative
localização,1,negative
cruize,1,negative
lt,1,negative
perguntado,1,negative
respondemos,1,negative
considerado,2,negative
abre,3,negative
travado,1,negative
ansiosa,5,negative
alta,3,negative
fixavam,1,negative
escorregava,1,negative
borda,5,negative
medi,2,negative
calota,2,negative
símbolo,2,negative
citroën,1,negative
resumo,4,negative
enrolados,5,negative
teem,1,negative
mentir,1,negative
dedicação,1,negative
